"","StateName","StructureNumber","ElementNumber","Year.of.Inspection","ConditionState1","ConditionState2","ConditionState3","ConditionState4","FunctionalClassOfInventoryRte","TypeOfDesignConstruction","DeckStructureType","DeckProtection","ScourCriticalBridges","Owner","KindOfMaterialDesign","ADT","ADTT","Year.Built","Skew","TypeOfWearingSurface","ScourCriticalBridges.1","NumberOfSnowfalls","NumberOfFreezeThawCycles","TotalElement"
"269021","Oregon","18628 009 24482",12,2007,18349,2039,0,0,2,5,1,0,"8",1,6,6500,715,2001,0,1,"8",NA,7,20388
"269022","Oregon","18628 009 24482",12,2009,0,20388,0,0,2,5,1,0,"8",1,6,6262,688,2001,0,1,"8",NA,9,20388
"269023","Oregon","18628 009 24482",12,2011,8156,6116,6116,0,2,5,1,0,"8",1,6,5800,290,2001,0,1,"8",1,7,20388
"269242","Oregon","18647 047C07083",12,2004,18390,0,0,0,16,6,1,1,"N",1,2,36600,1830,2002,0,0,"N",3,4,18390
"269243","Oregon","18647 047C07083",12,2006,18390,0,0,0,16,5,1,1,"N",1,6,36600,1830,2002,0,1,"N",NA,18,18390
"269244","Oregon","18647 047C07083",12,2008,18390,0,0,0,16,5,1,1,"N",1,6,37698,1884,2002,0,1,"N",12,14,18390
"269245","Oregon","18647 047C07083",12,2010,18390,0,0,0,16,5,1,1,"N",1,6,38075,1903,2002,0,1,"N",3,2,18390
"269761","Oregon","18675 01W 04078",12,2004,10773,1267,634,0,6,2,1,0,"8",1,6,8652,1211,2002,0,1,"8",4,10,12674
"269762","Oregon","18675 01W 04078",12,2006,10773,1267,634,0,6,2,1,1,"8",1,5,8200,820,2002,0,1,"8",2,10,12674
"269763","Oregon","18675 01W 04078",12,2008,10773,1267,634,0,6,2,1,1,"8",1,5,8446,844,2002,0,1,"8",15,17,12674
"269764","Oregon","18675 01W 04078",12,2010,10140,1267,1267,0,6,2,1,1,"8",1,5,7800,312,2002,0,1,"8",NA,3,12674
"269765","Oregon","18675 01W 04078",12,2012,10140,1267,1267,0,6,2,1,1,"8",1,5,7800,312,2002,0,1,"8",12,3,12674
"269766","Oregon","18675 01W 04078",12,2014,12654,20,0,0,6,2,1,1,"8",1,5,7800,312,2002,0,1,"8",3,4,12674
"270197","Oregon","18724 000 00000",12,2003,8522,0,0,0,16,2,1,1,"U",2,3,1000,20,2003,14,6,"U",2,99,8522
"270198","Oregon","18724 000 00000",12,2005,8522,0,0,0,16,2,1,1,"N",2,3,1030,20,2003,14,6,"N",8,93,8522
"270199","Oregon","18724 000 00000",12,2007,8522,0,0,0,16,2,1,1,"N",2,3,1030,20,2003,14,2,"N",5,96,8522
"270200","Oregon","18724 000 00000",12,2009,8522,0,0,0,16,2,1,1,"N",2,3,1072,21,2003,14,2,"N",21,110,8522
"270201","Oregon","18724 000 00000",12,2011,8522,0,0,0,16,2,1,1,"N",2,3,1072,21,2003,14,2,"N",14,105,8522
"270202","Oregon","18724 000 00000",12,2013,8522,0,0,0,16,2,1,1,"N",2,3,1072,21,2003,14,2,"N",8,87,8522
"270401","Oregon","18740 114500600",12,2001,5060,0,0,0,9,0,9,8,"U",4,0,2000,360,1998,0,6,"U",1,15,5060
"270402","Oregon","18740 114500600",12,2003,5060,0,0,0,9,2,9,8,"U",4,5,2100,378,1998,0,6,"U",NA,14,5060
"270403","Oregon","18740 114500600",12,2004,5060,0,0,0,9,2,9,8,"U",4,5,2163,389,1998,0,6,"U",3,4,5060
"270404","Oregon","18740 114500600",12,2006,5060,0,0,0,9,2,9,8,"U",4,5,2163,389,1998,0,6,"U",NA,18,5060
"270405","Oregon","18740 114500600",12,2009,5060,0,0,0,9,4,9,8,"5",4,5,2250,405,1998,0,6,"5",6,14,5060
"270406","Oregon","18740 114500600",12,2010,5060,0,0,0,9,4,9,8,"5",4,5,2250,405,1998,0,6,"5",3,2,5060
"270407","Oregon","18740 114500600",12,2012,5060,0,0,0,9,2,9,8,"3",4,5,2250,405,1998,0,6,"3",11,3,5060
"270495","Oregon","18744 00000 003",12,2001,0,3944,2856,0,9,10,1,0,"8",25,3,150,3,1929,0,1,"8",1,14,6800
"270496","Oregon","18744 00000 003",12,2003,0,3944,2856,0,9,10,1,0,"8",25,3,183,3,1929,0,1,"8",1,13,6800
"270497","Oregon","18744 00000 003",12,2004,0,3944,2856,0,9,10,1,0,"8",25,3,183,3,1929,0,1,"8",3,5,6800
"270498","Oregon","18744 00000 003",12,2006,0,3944,2856,0,9,10,1,0,"8",25,3,183,3,1929,0,1,"8",2,18,6800
"270499","Oregon","18744 00000 003",12,2008,0,3944,2856,0,9,10,1,0,"8",25,3,188,3,1929,0,1,"8",7,23,6800
"270500","Oregon","18744 00000 003",12,2010,0,3400,3400,0,9,10,1,0,"8",25,3,190,3,1929,0,1,"8",2,8,6800
"270501","Oregon","18744 00000 003",12,2012,0,3400,3400,0,9,10,1,0,"8",25,3,190,3,1929,0,1,"8",11,10,6800
"270502","Oregon","18744 00000 003",12,2014,3950,2500,350,0,9,10,1,0,"8",25,3,190,3,1929,0,1,"8",2,10,6800
"270603","Oregon","18746 00000 003",12,2001,1000,0,0,0,9,2,1,0,"U",25,1,50,0,2000,0,1,"U",1,14,1000
"270604","Oregon","18746 00000 003",12,2003,950,50,0,0,9,2,1,0,"U",25,1,35,0,2000,0,1,"U",1,13,1000
"270605","Oregon","18746 00000 003",12,2004,950,50,0,0,9,2,1,0,"U",25,1,35,0,2000,0,1,"U",3,5,1000
"270606","Oregon","18746 00000 003",12,2006,0,500,500,0,9,2,1,0,"U",25,1,36,0,2000,0,1,"U",2,18,1000
"270607","Oregon","18746 00000 003",12,2008,0,500,500,0,9,2,1,0,"U",25,1,37,0,2000,0,1,"U",7,23,1000
"270608","Oregon","18746 00000 003",12,2010,0,500,500,0,9,2,1,0,"U",25,1,37,0,1952,0,1,"U",2,8,1000
"270609","Oregon","18746 00000 003",12,2012,0,500,500,0,9,2,1,0,"U",25,1,37,0,1952,0,1,"U",11,10,1000
"270715","Oregon","18750 00000 001",12,2001,3734,157,39,0,9,2,1,0,"U",25,5,100,1,1960,0,1,"U",20,41,3930
"270716","Oregon","18750 00000 001",12,2003,2948,943,39,0,9,2,1,0,"U",25,5,102,2,1960,0,1,"U",11,31,3930
"270717","Oregon","18750 00000 001",12,2004,2359,1375,196,0,9,2,1,0,"U",25,5,102,2,1960,0,1,"U",12,17,3930
"270718","Oregon","18750 00000 001",12,2006,2359,1375,196,0,9,2,1,0,"U",25,5,102,2,1960,0,1,"U",21,36,3930
"270719","Oregon","18750 00000 001",12,2008,2359,1375,196,0,9,2,1,0,"U",25,5,105,2,1960,0,1,"U",29,53,3930
"270720","Oregon","18750 00000 001",12,2010,2358,1179,393,0,9,2,1,0,"U",25,6,106,2,1960,0,1,"U",14,16,3930
"270721","Oregon","18750 00000 001",12,2012,2358,1179,393,0,9,2,1,0,"U",25,6,106,2,1960,0,1,"U",36,34,3930
"270722","Oregon","18750 00000 001",12,2014,2874,1056,0,0,9,2,1,0,"U",25,6,106,2,1960,0,1,"U",8,16,3930
"271042","Oregon","18774 000 00798",12,2004,0,3600,0,0,7,2,1,1,"8",2,5,427,106,2001,39,1,"8",10,43,3600
"271043","Oregon","18774 000 00798",12,2006,2520,1080,0,0,7,2,1,1,"8",2,5,427,106,2001,30,1,"8",5,56,3600
"271044","Oregon","18774 000 00798",12,2008,2520,1080,0,0,7,2,1,1,"8",2,5,440,110,2001,30,1,"8",13,60,3600
"271045","Oregon","18774 000 00798",12,2010,2520,1080,0,0,7,2,1,1,"8",2,5,444,111,2001,30,1,"8",12,42,3600
"271046","Oregon","18774 000 00798",12,2012,2520,1080,0,0,7,2,1,1,"8",2,5,444,111,2001,30,1,"8",18,64,3600
"271047","Oregon","18774 000 00798",12,2014,2400,1200,0,0,7,2,1,1,"8",2,5,444,111,2001,30,1,"8",10,36,3600
"271083","Oregon","18775 102 03359",12,2012,3677,0,0,0,7,5,9,1,"8",1,5,480,158,2000,0,6,"8",9,5,3677
"271180","Oregon","18787 019 10927",12,2003,7956,884,0,0,6,2,1,1,"8",1,3,520,98,2001,56,0,"8",8,113,8840
"271181","Oregon","18787 019 10927",12,2005,7072,1326,442,0,6,2,1,1,"8",1,3,540,102,2001,56,0,"8",9,107,8840
"271182","Oregon","18787 019 10927",12,2007,6188,1326,1326,0,6,2,1,1,"8",1,3,660,125,2001,56,0,"8",6,118,8840
"271183","Oregon","18787 019 10927",12,2009,8398,442,0,0,6,2,1,1,"8",1,3,606,115,2001,56,0,"8",20,142,8840
"271184","Oregon","18787 019 10927",12,2011,8398,442,0,0,6,2,1,1,"8",1,3,570,159,2001,56,0,"8",30,141,8840
"271185","Oregon","18787 019 10927",12,2013,8398,442,0,0,6,2,1,1,"8",1,3,770,284,2001,56,0,"8",18,131,8840
"271186","Oregon","18787 019 10927",12,2015,6630,2210,0,0,6,2,1,1,"8",1,3,770,284,2001,56,0,"8",14,86,8840
"271472","Oregon","18816 004 13917",12,2003,10933,3644,0,0,16,5,1,1,"N",1,5,4160,208,2001,20,1,"N",18,121,14577
"271473","Oregon","18816 004 13917",12,2005,3644,10933,0,0,16,5,1,1,"N",1,5,4160,208,2001,20,1,"N",21,103,14577
"271474","Oregon","18816 004 13917",12,2007,8017,4373,2187,0,16,5,1,1,"N",1,5,4285,214,2001,20,1,"N",13,114,14577
"271475","Oregon","18816 004 13917",12,2009,14577,0,0,0,16,5,1,1,"N",1,5,4591,229,2001,20,1,"N",17,129,14577
"271476","Oregon","18816 004 13917",12,2011,14577,0,0,0,16,5,1,1,"N",1,5,4591,229,2001,20,1,"N",16,127,14577
"271477","Oregon","18816 004 13917",12,2013,10933,3644,0,0,16,5,1,1,"N",1,5,4591,229,2001,20,1,"N",7,118,14577
"271755","Oregon","18832 000 00010",12,2010,5540,0,0,0,9,4,9,1,"8",2,6,269,26,2000,0,6,"8",1,4,5540
"271756","Oregon","18832 000 00010",12,2012,5540,0,0,0,9,4,9,1,"8",2,6,269,26,2000,0,6,"8",8,6,5540
"272014","Oregon","18853 467 00210",12,2005,1248,0,0,0,9,5,9,1,"8",2,5,53,5,2001,0,1,"8",11,34,1248
"272015","Oregon","18853 467 00210",12,2007,1248,0,0,0,9,5,9,1,"8",2,5,53,5,2001,0,1,"8",18,31,1248
"272087","Oregon","18856 609300000",12,2004,11310,11310,0,0,12,2,1,1,"N",2,4,16000,1600,2002,10,1,"N",2,3,22620
"272088","Oregon","18856 609300000",12,2006,11310,2262,9048,0,12,2,1,1,"N",2,4,16480,1648,2002,10,1,"N",NA,10,22620
"272089","Oregon","18856 609300000",12,2009,11310,2262,9048,0,12,2,1,1,"N",2,4,17144,1714,2002,10,1,"N",7,16,22620
"272090","Oregon","18856 609300000",12,2011,11310,2262,9048,0,12,2,1,1,"N",2,4,17144,1714,2002,10,1,"N",3,8,22620
"272091","Oregon","18856 609300000",12,2013,11310,2262,9048,0,16,2,1,1,"N",4,4,17144,1714,2002,10,1,"N",NA,11,22620
"272234","Oregon","18869 712 00381",12,2005,7334,7334,0,0,7,5,1,1,"8",2,6,3266,326,2003,8,1,"8",10,40,14668
"272235","Oregon","18869 712 00381",12,2007,11001,3667,0,0,7,5,1,1,"8",2,6,3266,326,2003,8,1,"8",13,56,14668
"272236","Oregon","18869 712 00381",12,2008,3667,7334,3667,0,7,5,1,1,"8",1,6,3364,336,2003,8,1,"8",24,91,14668
"272237","Oregon","18869 712 00381",12,2010,3667,7334,3667,0,7,5,1,1,"8",1,6,3398,339,2003,8,1,"8",8,42,14668
"272238","Oregon","18869 712 00381",12,2012,3667,7334,3667,0,2,5,1,1,"8",1,6,4400,1144,2003,0,1,"8",17,49,14668
"272239","Oregon","18869 712 00381",12,2013,3667,7334,3667,0,2,5,1,1,"8",1,6,4400,1144,2003,0,1,"8",6,40,14668
"272603","Oregon","18903 050 00084",12,2003,3214,0,0,0,8,5,1,0,"8",2,5,406,28,2002,0,1,"8",6,14,3214
"272604","Oregon","18903 050 00084",12,2004,3214,0,0,0,8,5,1,0,"8",2,5,406,28,2002,0,1,"8",7,2,3214
"272605","Oregon","18903 050 00084",12,2006,1928,1286,0,0,8,5,1,0,"8",2,5,406,28,2002,0,1,"8",12,26,3214
"272606","Oregon","18903 050 00084",12,2009,1928,1286,0,0,8,2,1,1,"8",2,5,422,29,2002,0,1,"8",3,33,3214
"272607","Oregon","18903 050 00084",12,2010,1928,1286,0,0,8,2,1,1,"8",2,5,422,29,2002,0,1,"8",7,13,3214
"272608","Oregon","18903 050 00084",12,2012,1928,1286,0,0,8,2,1,1,"8",2,5,422,29,2002,0,1,"8",19,24,3214
"272609","Oregon","18903 050 00084",12,2015,2944,270,0,0,8,2,1,1,"8",2,5,422,29,2002,0,1,"8",13,18,3214
"272736","Oregon","18920 000 00000",12,2014,102,0,0,0,7,1,9,0,"3",4,5,544,54,1960,0,6,"3",NA,2,102
"272811","Oregon","18939 861400012",12,2003,1775,0,0,0,9,2,9,0,"8",2,5,25,1,2001,0,6,"8",19,6,1775
"272812","Oregon","18939 861400012",12,2004,1775,0,0,0,9,2,9,0,"8",2,5,25,0,2001,0,6,"8",19,3,1775
"272813","Oregon","18939 861400012",12,2006,1775,0,0,0,9,2,9,0,"8",2,5,25,0,2001,0,6,"8",24,19,1775
"272814","Oregon","18939 861400012",12,2008,1775,0,0,0,9,2,9,0,"8",2,5,26,0,2001,0,6,"8",17,22,1775
"272815","Oregon","18939 861400012",12,2010,1775,0,0,0,9,2,9,0,"8",2,5,26,0,2001,0,6,"8",8,5,1775
"272816","Oregon","18939 861400012",12,2012,1775,0,0,0,9,2,9,0,"8",2,5,26,0,2001,0,6,"8",20,12,1775
"273041","Oregon","18949 837 00020",12,2005,4201,0,0,0,17,2,1,1,"8",4,3,1255,125,2003,30,0,"8",58,107,4201
"273042","Oregon","18949 837 00020",12,2007,4201,0,0,0,17,2,1,1,"8",4,3,1293,129,2003,30,0,"8",53,117,4201
"273043","Oregon","18949 837 00020",12,2009,4201,0,0,0,17,2,1,1,"8",4,3,1345,134,2003,30,0,"8",48,134,4201
"273044","Oregon","18949 837 00020",12,2011,4201,0,0,0,17,2,1,1,"8",4,3,1345,134,2003,30,0,"8",56,137,4201
"273045","Oregon","18949 837 00020",12,2013,4201,0,0,0,17,2,1,1,"8",4,3,1345,134,2003,30,1,"8",32,132,4201
"273046","Oregon","18949 837 00020",12,2015,1781,2420,0,0,17,2,1,1,"8",4,3,1345,134,2003,30,1,"8",37,86,4201
"273431","Oregon","18970 119700043",12,2015,451,0,0,0,19,1,2,0,"8",4,5,110,5,1999,24,6,"8",8,33,451
"273537","Oregon","18989 009 31553",12,2005,12718,1413,0,0,2,5,1,0,"8",1,5,2600,364,2004,16,3,"8",NA,NA,14131
"273538","Oregon","18989 009 31553",12,2007,12718,1413,0,0,2,5,1,0,"8",1,5,2900,319,2004,16,1,"8",1,3,14131
"273539","Oregon","18989 009 31553",12,2009,12718,1413,0,0,2,5,1,0,"8",1,5,2626,393,2004,16,1,"8",NA,5,14131
"273540","Oregon","18989 009 31553",12,2011,12718,1413,0,0,2,5,1,0,"8",1,5,2400,360,2004,16,1,"8",2,2,14131
"273541","Oregon","18989 009 31553",12,2013,12577,1554,0,0,2,5,1,0,"8",1,5,2400,360,2004,16,1,"8",NA,6,14131
"273688","Oregon","18C001109700140",12,1998,0,1100,0,0,7,2,1,0,"8",2,1,715,71,1960,14,6,"8",91,119,1100
"273689","Oregon","18C001109700140",12,2000,0,1100,0,0,7,2,1,0,"8",2,1,715,71,1960,14,6,"8",57,146,1100
"273690","Oregon","18C001109700140",12,2002,0,825,275,0,7,2,1,0,"8",2,1,730,73,1960,14,6,"8",59,139,1100
"273691","Oregon","18C001109700140",12,2005,0,825,275,0,7,2,1,0,"8",2,1,752,75,1960,14,6,"8",58,107,1100
"273692","Oregon","18C001109700140",12,2007,0,825,275,0,7,2,1,0,"8",2,1,752,75,1960,14,6,"8",53,117,1100
"273693","Oregon","18C001109700140",12,2009,0,825,275,0,7,2,1,0,"8",2,1,783,78,1960,14,6,"8",48,134,1100
"273694","Oregon","18C001109700140",12,2011,0,825,275,0,7,2,1,0,"8",2,1,783,78,1960,14,6,"8",56,137,1100
"273695","Oregon","18C001109700140",12,2013,0,825,275,0,7,2,1,0,"8",2,7,783,78,1960,14,6,"8",32,132,1100
"273696","Oregon","18C001109700140",12,2015,368,366,366,0,7,2,1,0,"8",2,7,783,78,1960,14,6,"8",37,86,1100
"274857","Oregon","19015 009 28478",12,2007,4815,0,0,0,2,2,1,0,"8",1,5,4900,539,2004,8,1,"8",NA,7,4815
"274858","Oregon","19015 009 28478",12,2009,4334,481,0,0,2,2,1,0,"8",1,5,4848,533,2004,8,1,"8",NA,9,4815
"274859","Oregon","19015 009 28478",12,2011,4333,482,0,0,2,2,1,0,"8",1,5,4500,495,2004,8,1,"8",1,7,4815
"274860","Oregon","19015 009 28478",12,2013,4333,482,0,0,2,2,1,0,"8",1,5,3400,408,2004,8,1,"8",1,12,4815
"274873","Oregon","19019 015 03130",12,2008,1616,404,0,0,2,2,1,1,"5",1,5,3500,490,2006,30,1,"5",7,23,2020
"274874","Oregon","19019 015 03130",12,2010,1616,404,0,0,2,2,1,1,"5",1,5,3100,434,2006,30,1,"5",2,8,2020
"274875","Oregon","19019 015 03130",12,2012,2020,0,0,0,2,2,1,1,"5",1,5,2900,696,2006,30,1,"5",11,10,2020
"274876","Oregon","19019 015 03130",12,2014,1920,100,0,0,2,2,1,1,"5",1,5,2900,696,2006,30,1,"5",2,10,2020
"274902","Oregon","19020 000 00010",12,2003,9506,3169,0,0,7,2,1,0,"N",4,3,2538,126,1972,0,1,"N",1,13,12675
"274903","Oregon","19020 000 00010",12,2004,9506,3169,0,0,7,2,1,0,"N",4,3,2538,126,1972,0,1,"N",3,5,12675
"274904","Oregon","19020 000 00010",12,2006,5070,7352,253,0,7,2,1,0,"N",4,3,2538,126,1972,0,1,"N",2,18,12675
"274905","Oregon","19020 000 00010",12,2009,5070,7352,253,0,7,2,1,0,"N",4,3,2640,132,1972,0,1,"N",NA,15,12675
"274906","Oregon","19020 000 00010",12,2010,5070,7352,253,0,7,2,1,0,"N",4,3,2640,132,1972,0,1,"N",2,8,12675
"274907","Oregon","19020 000 00010",12,2012,5070,7352,253,0,7,2,1,0,"N",4,3,2640,132,1972,0,1,"N",11,10,12675
"274908","Oregon","19020 000 00010",12,2015,0,12675,0,0,7,2,1,0,"N",4,3,2640,132,1972,0,1,"N",1,9,12675
"275032","Oregon","19026 353 00138",12,2004,5000,0,0,0,8,2,1,1,"8",2,5,149,7,2003,18,1,"8",19,145,5000
"275033","Oregon","19026 353 00138",12,2006,5000,0,0,0,0,2,1,1,"8",2,5,20,1,2003,18,1,"8",13,126,5000
"275034","Oregon","19026 353 00138",12,2008,4000,1000,0,0,6,2,1,1,"8",2,5,21,1,2003,18,1,"8",21,126,5000
"275035","Oregon","19026 353 00138",12,2010,4000,1000,0,0,6,2,1,1,"8",2,5,22,1,2003,18,1,"8",26,98,5000
"275036","Oregon","19026 353 00138",12,2012,4000,1000,0,0,6,2,1,1,"8",2,5,22,1,2003,18,1,"8",22,113,5000
"275037","Oregon","19026 353 00138",12,2014,3500,1500,0,0,8,2,1,1,"8",2,5,22,1,2003,18,1,"8",13,75,5000
"275076","Oregon","19032 000 00532",12,2003,7308,0,0,0,7,2,1,0,"8",2,5,7322,366,2000,0,0,"8",NA,14,7308
"275077","Oregon","19032 000 00532",12,2004,7308,0,0,0,7,2,1,0,"8",2,5,12000,360,2000,0,0,"8",3,4,7308
"275078","Oregon","19032 000 00532",12,2006,0,1827,5481,0,7,2,1,0,"8",2,5,12000,360,2000,0,0,"8",NA,18,7308
"275079","Oregon","19032 000 00532",12,2008,0,1827,5481,0,7,2,1,0,"8",2,5,12360,370,2000,0,0,"8",12,14,7308
"275080","Oregon","19032 000 00532",12,2010,3289,1827,2192,0,7,2,1,0,"8",2,5,12484,374,2000,0,0,"8",3,2,7308
"275081","Oregon","19032 000 00532",12,2012,3289,1827,2192,0,7,2,1,0,"8",2,5,12484,374,2000,0,1,"8",11,3,7308
"275082","Oregon","19032 000 00532",12,2014,5808,1500,0,0,16,2,1,0,"8",2,5,12484,374,2000,0,1,"8",4,12,7308
"275200","Oregon","19051 000 00000",12,2004,4306,0,0,0,17,2,1,0,"8",4,5,5000,250,2003,9,1,"8",3,4,4306
"275201","Oregon","19051 000 00000",12,2006,4306,0,0,0,17,2,1,0,"8",4,5,5000,250,2003,9,1,"8",NA,18,4306
"275202","Oregon","19051 000 00000",12,2008,4306,0,0,0,17,2,1,0,"8",4,5,5150,257,2003,9,6,"8",12,14,4306
"275203","Oregon","19051 000 00000",12,2010,4306,0,0,0,17,2,1,0,"8",4,5,5202,260,2003,9,6,"8",3,2,4306
"275204","Oregon","19051 000 00000",12,2012,4306,0,0,0,17,2,1,0,"8",4,5,5202,260,2003,9,6,"8",11,3,4306
"275292","Oregon","19062 000 00000",12,2014,900,0,0,0,9,1,9,0,"8",4,5,276,2,2003,0,6,"8",3,16,900
"275495","Oregon","19084 000 00000",12,2014,884,0,0,0,9,1,9,0,"8",4,5,572,11,2001,30,6,"8",3,12,884
"275536","Oregon","19086 009 16994",12,2004,4381,0,0,0,2,2,1,0,"8",1,5,2000,200,2004,0,1,"8",3,5,4381
"275537","Oregon","19086 009 16994",12,2005,4162,219,0,0,2,2,1,0,"8",1,5,2000,100,2004,0,1,"8",NA,17,4381
"275538","Oregon","19086 009 16994",12,2007,4162,219,0,0,2,2,1,0,"8",1,5,2300,69,2004,0,3,"8",2,16,4381
"275539","Oregon","19086 009 16994",12,2009,4162,219,0,0,2,2,1,0,"8",1,5,2323,232,2004,0,3,"8",NA,15,4381
"275540","Oregon","19086 009 16994",12,2011,3943,438,0,0,2,2,1,0,"8",1,5,2200,198,2004,0,3,"8",4,15,4381
"275541","Oregon","19086 009 16994",12,2013,3943,438,0,0,2,2,1,0,"8",1,5,3700,370,2004,0,3,"8",2,17,4381
"275755","Oregon","19098 000 00000",12,2004,11829,0,0,0,9,2,1,1,"8",2,6,50,2,2004,15,1,"8",14,31,11829
"275756","Oregon","19098 000 00000",12,2006,11829,0,0,0,9,2,1,1,"8",2,6,50,2,2004,15,1,"8",13,52,11829
"275757","Oregon","19098 000 00000",12,2007,11829,0,0,0,9,2,1,1,"8",2,6,50,2,2004,15,1,"8",13,56,11829
"275758","Oregon","19098 000 00000",12,2011,9463,2366,0,0,9,2,1,1,"8",4,6,53,2,2004,15,1,"8",9,54,11829
"275759","Oregon","19098 000 00000",12,2013,9463,2366,0,0,9,2,1,1,"8",4,6,53,2,2004,15,1,"8",6,40,11829
"275800","Oregon","19105 001 11257",12,2005,42620,0,0,0,1,5,1,0,"8",1,6,14600,3650,2004,0,3,"8",5,12,42620
"275801","Oregon","19105 001 11257",12,2007,10655,10655,21310,0,1,5,1,0,"8",1,6,15350,3377,2004,0,1,"8",15,35,42620
"275802","Oregon","19105 001 11257",12,2009,10655,10655,21310,0,1,5,1,0,"8",1,6,15756,3939,2004,0,1,"8",3,33,42620
"275803","Oregon","19105 001 11257",12,2010,10655,10655,21310,0,1,5,1,0,"8",1,6,15756,3939,2004,0,1,"8",7,13,42620
"275804","Oregon","19105 001 11257",12,2011,21310,10655,10655,0,1,5,1,0,"8",1,6,15756,3939,2004,0,1,"8",13,36,42620
"275861","Oregon","19106 001 08652",12,2007,1155,2310,8085,0,1,5,1,0,"8",1,1,9550,3342,2006,40,1,"8",15,35,11550
"275862","Oregon","19106 001 08652",12,2009,1155,2310,8085,0,1,5,1,0,"8",1,6,9696,3199,2006,40,1,"8",3,33,11550
"275863","Oregon","19106 001 08652",12,2010,4620,5198,1732,0,1,5,1,0,"8",1,6,9696,3199,2006,40,1,"8",7,13,11550
"275946","Oregon","19108 001 02721",12,2010,7147,7147,21442,0,14,2,1,1,"N",1,5,1200,24,2008,8,1,"N",8,42,35736
"275947","Oregon","19108 001 02721",12,2012,7147,7147,21442,0,14,2,1,1,"N",1,5,1200,24,2008,8,1,"N",17,49,35736
"275948","Oregon","19108 001 02721",12,2014,22728,13008,0,0,14,2,1,1,"N",1,5,1200,24,2008,8,1,"N",NA,14,35736
"276264","Oregon","19126 001 25179",12,2010,15361,1707,0,0,11,2,1,0,"N",1,5,64100,10897,2007,0,1,"N",1,8,17068
"276265","Oregon","19126 001 25179",12,2012,15361,1707,0,0,11,2,1,0,"N",1,5,92300,11999,2007,0,1,"N",12,11,17068
"276266","Oregon","19126 001 25179",12,2014,15048,2020,0,0,11,2,1,0,"N",1,5,92300,11999,2007,0,1,"N",3,16,17068
"276279","Oregon","19127 001 25352",12,2010,9386,4693,1564,0,11,1,1,0,"5",1,5,64100,10897,2008,0,1,"5",1,8,15643
"276280","Oregon","19127 001 25352",12,2012,9386,4693,1564,0,11,1,1,0,"5",1,5,92300,11999,2008,0,1,"5",12,11,15643
"276281","Oregon","19127 001 25352",12,2014,12633,2510,500,0,11,1,1,0,"5",1,5,92300,11999,2008,0,1,"5",3,16,15643
"276883","Oregon","19153 151 00966",12,2005,2886,0,0,0,6,1,9,0,"8",1,5,6500,585,2003,0,6,"8",1,14,2886
"277100","Oregon","19161 406 00015",12,2006,3205,0,0,0,9,2,1,1,"8",2,5,138,27,2004,0,1,"8",2,10,3205
"277101","Oregon","19161 406 00015",12,2009,3205,0,0,0,9,2,1,1,"8",2,5,143,28,2004,0,1,"8",4,18,3205
"277102","Oregon","19161 406 00015",12,2010,3205,0,0,0,9,2,1,1,"8",2,5,143,28,2004,0,1,"8",NA,3,3205
"277103","Oregon","19161 406 00015",12,2012,3205,0,0,0,9,2,1,1,"8",2,5,143,28,2004,0,1,"8",12,3,3205
"277104","Oregon","19161 406 00015",12,2015,3175,30,0,0,9,2,1,1,"8",2,5,143,28,2004,0,1,"8",1,1,3205
"277134","Oregon","19178 162 07565",12,2007,0,0,6504,0,2,2,1,1,"5",1,5,2800,532,2005,38,1,"5",22,46,6504
"277135","Oregon","19178 162 07565",12,2009,0,0,6504,0,2,2,1,1,"5",1,5,2828,395,2005,38,1,"5",8,44,6504
"277136","Oregon","19178 162 07565",12,2011,0,0,6504,0,2,2,1,1,"5",1,5,2400,312,2005,38,1,"5",21,46,6504
"277137","Oregon","19178 162 07565",12,2013,3252,0,3252,0,2,2,1,1,"5",1,5,3000,660,2005,38,1,"5",12,28,6504
"277167","Oregon","19179 162 06080",12,2007,5912,0,10978,0,2,2,1,1,"5",1,5,3700,407,2005,30,1,"5",8,25,16890
"277168","Oregon","19179 162 06080",12,2009,5912,0,10978,0,2,2,1,1,"5",1,5,3232,452,2005,30,1,"5",2,33,16890
"277169","Oregon","19179 162 06080",12,2011,5911,0,10979,0,2,2,1,1,"5",1,5,3300,429,2005,30,1,"5",6,29,16890
"277170","Oregon","19179 162 06080",12,2013,5911,10979,0,0,2,2,1,1,"5",1,5,3100,682,2005,30,1,"5",1,26,16890
"277203","Oregon","19181 162 06278",12,2007,0,0,5390,0,2,2,1,1,"5",1,5,3200,608,2005,0,1,"5",22,46,5390
"277204","Oregon","19181 162 06278",12,2009,0,0,5390,0,2,2,1,1,"5",1,5,3232,452,2005,0,1,"5",8,44,5390
"277205","Oregon","19181 162 06278",12,2011,0,0,5390,0,2,2,1,1,"5",1,5,3300,429,2005,0,1,"5",21,46,5390
"277206","Oregon","19181 162 06278",12,2013,2695,2695,0,0,2,2,1,1,"5",1,5,3100,682,2005,0,1,"5",12,28,5390
"277227","Oregon","19183 162 06642",12,2007,0,0,5473,0,2,2,1,1,"5",1,5,3200,608,2005,53,1,"5",22,46,5473
"277228","Oregon","19183 162 06642",12,2009,0,0,5473,0,2,2,1,1,"5",1,5,3232,452,2005,53,1,"5",8,44,5473
